==21021== NVPROF is profiling process 21021, command: ./automata-cuda sandsim
==21021== Profiling application: ./automata-cuda sandsim
==21021== Profiling result:
   Start  Duration  Name
76.2626s  7.5990us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2015])
76.2626s  96.592ms  cudaMemcpyAsync
76.3766s  40.359us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2017])
76.3766s  6.8650us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2018])
76.3766s  97.306ms  cudaMemcpyAsync
76.4915s  45.335us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2020])
76.4915s  7.0990us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2021])
76.4915s  96.767ms  cudaMemcpyAsync
76.6058s  52.402us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2023])
76.6058s  7.2210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2024])
76.6058s  95.208ms  cudaMemcpyAsync
76.7187s  44.210us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2026])
76.7187s  6.9790us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2027])
76.7187s  96.360ms  cudaMemcpyAsync
76.8326s  44.417us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2029])
76.8326s  7.5210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2030])
76.8326s  96.353ms  cudaMemcpyAsync
76.9464s  34.312us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2032])
76.9465s  6.7510us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2033])
76.9465s  96.065ms  cudaMemcpyAsync
77.0599s  42.867us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2035])
77.0599s  7.0500us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2036])
77.0599s  97.112ms  cudaMemcpyAsync
77.1745s  39.246us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2038])
77.1745s  7.7970us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2039])
77.1745s  97.019ms  cudaMemcpyAsync
77.2890s  46.501us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2041])
77.2890s  6.6410us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2042])
77.2890s  96.397ms  cudaMemcpyAsync
77.4028s  39.212us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2044])
77.4028s  6.5510us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2045])
77.4028s  96.099ms  cudaMemcpyAsync
77.5164s  50.880us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2047])
77.5165s  8.7090us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2048])
77.5165s  96.052ms  cudaMemcpyAsync
77.6302s  43.238us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2050])
77.6303s  7.2610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2051])
77.6303s  96.356ms  cudaMemcpyAsync
77.7445s  38.552us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2053])
77.7445s  7.1590us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2054])
77.7445s  96.942ms  cudaMemcpyAsync
77.8589s  48.541us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2056])
77.8590s  7.5770us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2057])
77.8590s  96.732ms  cudaMemcpyAsync
77.9732s  46.078us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2059])
77.9733s  7.3980us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2060])
77.9733s  96.455ms  cudaMemcpyAsync
78.0871s  44.826us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2062])
78.0871s  8.0630us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2063])
78.0871s  96.129ms  cudaMemcpyAsync
78.2005s  45.327us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2065])
78.2005s  6.9620us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2066])
78.2006s  96.216ms  cudaMemcpyAsync
78.3141s  43.640us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2068])
78.3141s  6.9670us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2069])
78.3141s  96.302ms  cudaMemcpyAsync
78.4278s  57.016us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2071])
78.4278s  8.5710us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2072])
78.4278s  96.806ms  cudaMemcpyAsync
78.5419s  46.334us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2074])
78.5419s  7.2450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2075])
78.5419s  97.157ms  cudaMemcpyAsync
78.6564s  38.505us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2077])
78.6564s  7.1990us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2078])
78.6565s  96.662ms  cudaMemcpyAsync
78.7706s  62.121us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2080])
78.7706s  10.240us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2081])
78.7706s  95.995ms  cudaMemcpyAsync
78.8846s  42.110us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2083])
78.8847s  7.8330us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2084])
78.8847s  95.691ms  cudaMemcpyAsync
78.9980s  55.239us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2086])
78.9980s  7.9540us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2087])
78.9980s  95.221ms  cudaMemcpyAsync
79.1108s  43.416us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2089])
79.1108s  7.6740us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2090])
79.1108s  97.117ms  cudaMemcpyAsync
79.2254s  44.311us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2092])
79.2254s  6.9450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2093])
79.2254s  97.184ms  cudaMemcpyAsync
79.3400s  46.473us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2095])
79.3400s  7.5870us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2096])
79.3400s  96.015ms  cudaMemcpyAsync
79.4535s  45.363us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2098])
79.4535s  7.2170us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2099])
79.4535s  96.198ms  cudaMemcpyAsync
79.5670s  44.019us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2101])
79.5670s  7.1180us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2102])
79.5670s  96.181ms  cudaMemcpyAsync
79.6806s  44.420us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2104])
79.6807s  7.3320us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2105])
79.6807s  95.847ms  cudaMemcpyAsync
79.7939s  45.765us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2107])
79.7940s  7.7680us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2108])
79.7940s  96.785ms  cudaMemcpyAsync
79.9080s  45.055us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2110])
79.9081s  7.2540us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2111])
79.9081s  97.060ms  cudaMemcpyAsync
80.0224s  45.501us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2113])
80.0225s  7.3790us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2114])
80.0225s  95.885ms  cudaMemcpyAsync
80.1359s  43.552us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2116])
80.1360s  7.6130us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2117])
80.1360s  96.509ms  cudaMemcpyAsync
80.2499s  46.764us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2119])
80.2500s  7.2290us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2120])
80.2500s  96.158ms  cudaMemcpyAsync
80.3633s  43.009us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2122])
80.3634s  7.1120us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2123])
80.3634s  96.003ms  cudaMemcpyAsync
80.4768s  44.754us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2125])
80.4769s  8.5320us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2126])
80.4769s  96.685ms  cudaMemcpyAsync
80.5910s  42.519us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2128])
80.5911s  6.9320us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2129])
80.5911s  97.001ms  cudaMemcpyAsync
80.7054s  49.129us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2131])
80.7054s  6.8950us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2132])
80.7054s  95.823ms  cudaMemcpyAsync
80.8188s  53.054us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2134])
80.8189s  7.0510us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2135])
80.8189s  95.358ms  cudaMemcpyAsync
80.9316s  45.600us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2137])
80.9316s  7.8610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2138])
80.9316s  96.249ms  cudaMemcpyAsync
81.0454s  45.657us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2140])
81.0454s  6.8680us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2141])
81.0454s  96.239ms  cudaMemcpyAsync
81.1590s  37.077us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2143])
81.1590s  6.7450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2144])
81.1590s  96.749ms  cudaMemcpyAsync
81.2732s  45.386us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2146])
81.2732s  8.1340us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2147])
81.2732s  96.833ms  cudaMemcpyAsync
81.3876s  47.202us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2149])
81.3877s  7.5480us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2150])
81.3877s  96.240ms  cudaMemcpyAsync
81.5013s  47.101us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2152])
81.5014s  8.5960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2153])
81.5014s  95.996ms  cudaMemcpyAsync
81.6148s  45.960us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2155])
81.6148s  7.1840us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2156])
81.6148s  96.132ms  cudaMemcpyAsync
81.7284s  37.159us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2158])
81.7284s  6.6850us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2159])
81.7284s  95.861ms  cudaMemcpyAsync
81.8418s  45.724us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2161])
81.8418s  7.5460us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2162])
81.8418s  97.058ms  cudaMemcpyAsync
81.9564s  45.082us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2164])
81.9564s  7.4280us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2165])
81.9564s  96.633ms  cudaMemcpyAsync
82.0705s  38.576us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2167])
82.0705s  6.7720us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2168])
82.0705s  95.299ms  cudaMemcpyAsync
82.1833s  48.623us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2170])
82.1833s  7.6170us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2171])
82.1833s  95.268ms  cudaMemcpyAsync
82.2959s  37.476us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2173])
82.2959s  6.9870us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2174])
82.2959s  95.331ms  cudaMemcpyAsync
82.4086s  44.078us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2176])
82.4087s  7.2080us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2177])
82.4087s  96.970ms  cudaMemcpyAsync
82.5230s  43.430us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2179])
82.5231s  7.3380us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2180])
82.5231s  97.495ms  cudaMemcpyAsync
82.6380s  51.915us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2182])
82.6380s  7.9450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2183])
82.6380s  95.936ms  cudaMemcpyAsync
82.7513s  52.993us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2185])
82.7513s  7.2270us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2186])
82.7513s  95.365ms  cudaMemcpyAsync
82.8642s  45.297us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2188])
82.8642s  8.5990us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2189])
82.8643s  95.909ms  cudaMemcpyAsync
82.9775s  42.521us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2191])
82.9775s  6.9210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2192])
82.9775s  96.163ms  cudaMemcpyAsync
83.0910s  40.664us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2194])
83.0911s  6.7130us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2195])
83.0911s  97.124ms  cudaMemcpyAsync
83.2054s  45.018us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2197])
83.2054s  7.1610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2198])
83.2054s  96.092ms  cudaMemcpyAsync
83.3189s  47.009us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2200])
83.3190s  6.9340us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2201])
83.3190s  95.928ms  cudaMemcpyAsync
83.4325s  45.939us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2203])
83.4326s  7.0660us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2204])
83.4326s  96.068ms  cudaMemcpyAsync
83.5461s  39.240us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2206])
83.5461s  6.5440us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2207])
83.5461s  95.876ms  cudaMemcpyAsync
83.6595s  42.417us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2209])
83.6595s  7.4180us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2210])
83.6595s  96.702ms  cudaMemcpyAsync
83.7736s  41.543us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2212])
83.7736s  7.5100us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2213])
83.7736s  96.968ms  cudaMemcpyAsync
83.8879s  45.741us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2215])
83.8880s  7.8420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2216])
83.8880s  95.447ms  cudaMemcpyAsync
84.0009s  52.624us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2218])
84.0010s  7.4730us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2219])
84.0010s  95.202ms  cudaMemcpyAsync
84.1135s  36.422us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2221])
84.1135s  6.5350us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2222])
84.1135s  95.599ms  cudaMemcpyAsync
84.2264s  46.230us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2224])
84.2264s  7.3150us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2225])
84.2264s  96.922ms  cudaMemcpyAsync
84.3405s  42.630us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2227])
84.3405s  7.0490us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2228])
84.3405s  96.615ms  cudaMemcpyAsync
84.4545s  52.424us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2230])
84.4546s  7.3160us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2231])
84.4546s  95.139ms  cudaMemcpyAsync
84.5671s  45.151us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2233])
84.5672s  7.1460us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2234])
84.5672s  95.336ms  cudaMemcpyAsync
84.6798s  43.413us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2236])
84.6799s  7.0420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2237])
84.6799s  96.273ms  cudaMemcpyAsync
84.7934s  36.789us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2239])
84.7934s  6.6020us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2240])
84.7934s  96.116ms  cudaMemcpyAsync
84.9069s  44.920us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2242])
84.9069s  7.0890us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2243])
84.9069s  96.816ms  cudaMemcpyAsync
85.0211s  46.112us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2245])
85.0211s  7.6750us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2246])
85.0211s  96.058ms  cudaMemcpyAsync
85.1345s  40.638us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2248])
85.1345s  7.9220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2249])
85.1345s  95.977ms  cudaMemcpyAsync
85.2479s  39.162us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2251])
85.2479s  7.1430us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2252])
85.2479s  95.667ms  cudaMemcpyAsync
85.3607s  36.099us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2254])
85.3608s  6.4670us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2255])
85.3608s  96.316ms  cudaMemcpyAsync
85.4742s  37.389us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2257])
85.4742s  6.6960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2258])
85.4743s  96.913ms  cudaMemcpyAsync
85.5884s  42.167us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2260])
85.5884s  6.8830us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2261])
85.5884s  97.188ms  cudaMemcpyAsync
85.7030s  45.941us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2263])
85.7031s  6.9000us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2264])
85.7031s  96.399ms  cudaMemcpyAsync
85.8170s  54.121us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2266])
85.8170s  7.3130us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2267])
85.8171s  96.964ms  cudaMemcpyAsync
85.9313s  39.941us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2269])
85.9314s  7.4170us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2270])
85.9314s  95.491ms  cudaMemcpyAsync
86.0444s  44.903us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2272])
86.0444s  7.5640us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2273])
86.0444s  95.945ms  cudaMemcpyAsync
86.1575s  37.738us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2275])
86.1575s  6.9790us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2276])
86.1575s  97.014ms  cudaMemcpyAsync
86.2718s  43.361us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2278])
86.2719s  7.1210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2279])
86.2719s  97.252ms  cudaMemcpyAsync
86.3865s  46.502us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2281])
86.3866s  8.5100us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2282])
86.3866s  96.093ms  cudaMemcpyAsync
86.4997s  44.837us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2284])
86.4998s  7.8420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2285])
86.4998s  96.073ms  cudaMemcpyAsync
86.6131s  44.830us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2287])
86.6131s  7.9410us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2288])
86.6132s  96.463ms  cudaMemcpyAsync
86.7269s  42.826us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2290])
86.7269s  7.1410us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2291])
86.7269s  96.240ms  cudaMemcpyAsync
86.8405s  46.891us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2293])
86.8405s  7.5600us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2294])
86.8405s  97.264ms  cudaMemcpyAsync
86.9550s  43.222us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2296])
86.9550s  7.2020us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2297])
86.9550s  97.094ms  cudaMemcpyAsync
87.0695s  39.766us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2299])
87.0695s  6.6960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2300])
87.0695s  95.299ms  cudaMemcpyAsync
87.1821s  44.938us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2302])
87.1821s  6.8140us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2303])
87.1821s  96.219ms  cudaMemcpyAsync
87.2956s  44.872us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2305])
87.2957s  7.8580us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2306])
87.2957s  95.630ms  cudaMemcpyAsync
87.4086s  41.246us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2308])
87.4086s  7.6170us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2309])
87.4086s  96.596ms  cudaMemcpyAsync
87.5225s  40.442us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2311])
87.5225s  7.1250us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2312])
87.5225s  97.193ms  cudaMemcpyAsync
87.6370s  43.573us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2314])
87.6371s  6.6430us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2315])
87.6371s  95.433ms  cudaMemcpyAsync
87.7499s  44.517us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2317])
87.7499s  7.8700us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2318])
87.7499s  96.195ms  cudaMemcpyAsync
87.8641s  40.910us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2320])
87.8641s  7.3050us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2321])
87.8641s  95.956ms  cudaMemcpyAsync
87.9775s  38.664us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [2323])
87.9775s  7.0860us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [2324])
87.9775s  96.039ms  cudaMemcpyAsync
